Gender,Source,PriceXQuantity,age_group
Male,FaceBook campaign,394,43-47
Male,FaceBook campaign,1672,43-47
Male,SEM,24,43-47
Female,SEM,76,63+
Female,FaceBook campaign,72,63+
Male,FaceBook campaign,256,63+
Female,SEM,2160,28-32
Female,Instagram Campign,1335,38-42
Female,FaceBook campaign,1084,23-27
Female,FaceBook campaign,85,23-27
Female,Instagram Campign,135,23-27
Female,Instagram Campign,2245,43-47
Male,FaceBook campaign,428,18-22
Male,Instagram Campign,708,33-37
Male,SEM,183,18-22
Male,Organic Search,768,18-22
Female,Organic Search,162,63+
Female,Instagram Campign,796,23-27
Male,Organic Search,106,33-37
Male,FaceBook campaign,107,43-47
Female,FaceBook campaign,848,53-57
Female,SEM,507,43-47
Male,Instagram Campign,1955,63+
Male,SEM,1011,63+
Female,Organic Search,1756,28-32
Female,Organic Search,878,58-62
Male,Instagram Campign,192,48-52
Male,Organic Search,662,48-52
Female,FaceBook campaign,984,43-47
Female,FaceBook campaign,29,58-62
Male,Instagram Campign,300,18-22
Male,FaceBook campaign,265,18-22
Male,FaceBook campaign,373,43-47
Male,Instagram Campign,1344,43-47
Female,SEM,409,33-37
Female,SEM,118,23-27
Male,Organic Search,397,48-52
Male,FaceBook campaign,497,48-52
Male,Organic Search,259,33-37
Male,SEM,1360,33-37
Male,SEM,630,33-37
Male,FaceBook campaign,634,58-62
Male,SEM,305,58-62
Male,SEM,1608,58-62
Female,FaceBook campaign,930,18-22
Female,Instagram Campign,176,18-22
Female,SEM,936,18-22
Female,Organic Search,66,48-52
Male,SEM,216,18-22
Male,Organic Search,828,18-22
Male,Instagram Campign,1536,58-62
Female,SEM,1245,23-27
Male,SEM,602,38-42
Male,Instagram Campign,484,28-32
Female,FaceBook campaign,80,48-52
Female,Organic Search,452,48-52
Male,Organic Search,615,58-62
Male,Organic Search,2320,58-62
Male,Instagram Campign,122,58-62
Male,Organic Search,102,58-62
Male,FaceBook campaign,1040,58-62
Male,FaceBook campaign,843,18-22
Male,Instagram Campign,1310,18-22
Male,Organic Search,916,28-32
Male,SEM,606,28-32
Female,SEM,406,63+
Female,Instagram Campign,73,63+
Male,FaceBook campaign,528,53-57
Male,FaceBook campaign,854,53-57
Male,FaceBook campaign,117,53-57
Male,SEM,1680,63+
Male,Organic Search,484,43-47
Female,Organic Search,461,58-62
Female,SEM,622,48-52
Male,FaceBook campaign,1355,43-47
Female,FaceBook campaign,330,18-22
Female,FaceBook campaign,88,38-42
Female,FaceBook campaign,792,23-27
Female,Organic Search,465,23-27
Male,SEM,336,28-32
Female,FaceBook campaign,434,33-37
Female,FaceBook campaign,1920,33-37
Male,Instagram Campign,188,28-32
Male,FaceBook campaign,1008,58-62
Female,Instagram Campign,261,23-27
Male,FaceBook campaign,240,63+
Male,FaceBook campaign,2225,63+
Male,FaceBook campaign,846,63+
Female,SEM,1192,23-27
Female,Organic Search,467,38-42
Female,Instagram Campign,282,38-42
Male,SEM,2455,18-22
Male,Organic Search,516,58-62
Male,Instagram Campign,284,18-22
Female,Organic Search,491,53-57
Male,Instagram Campign,429,53-57
Male,Instagram Campign,1604,53-57
Male,SEM,852,53-57
Male,FaceBook campaign,472,38-42
Male,SEM,430,18-22
Male,FaceBook campaign,270,48-52
Male,FaceBook campaign,1045,48-52
Male,Instagram Campign,814,23-27
Male,Instagram Campign,688,23-27
Female,FaceBook campaign,234,28-32
Female,FaceBook campaign,614,28-32
Female,Instagram Campign,624,63+
Female,SEM,285,48-52
Female,FaceBook campaign,409,28-32
Male,Organic Search,238,63+
Male,Organic Search,87,63+
Male,Organic Search,255,63+
Male,FaceBook campaign,78,38-42
Female,FaceBook campaign,1892,63+
Female,Organic Search,710,63+
Female,SEM,144,33-37
Female,Organic Search,868,38-42
Male,FaceBook campaign,127,28-32
Male,Organic Search,424,43-47
Female,Instagram Campign,738,33-37
Male,Instagram Campign,94,63+
Female,FaceBook campaign,331,63+
Female,Organic Search,234,63+
Male,SEM,930,38-42
Male,SEM,30,63+
Female,Instagram Campign,1750,28-32
Female,FaceBook campaign,492,28-32
Female,SEM,1125,28-32
Female,FaceBook campaign,1560,33-37
Female,SEM,1540,63+
Female,SEM,1164,63+
Female,Instagram Campign,1360,63+
Male,Instagram Campign,290,28-32
Male,Instagram Campign,552,18-22
Male,FaceBook campaign,1800,53-57
Male,Instagram Campign,127,53-57
Male,SEM,1056,53-57
Male,FaceBook campaign,39,53-57
Female,FaceBook campaign,646,58-62
Female,FaceBook campaign,69,58-62
Female,SEM,868,58-62
Male,SEM,220,18-22
Male,FaceBook campaign,474,18-22
Male,Instagram Campign,1935,18-22
Male,FaceBook campaign,448,28-32
Male,FaceBook campaign,1260,43-47
Female,FaceBook campaign,72,63+
Female,Instagram Campign,240,33-37
Female,SEM,960,33-37
Female,SEM,1446,63+
Female,Organic Search,602,23-27
Male,Instagram Campign,1400,53-57
Female,Instagram Campign,546,58-62
Male,Instagram Campign,608,38-42
Male,Organic Search,756,38-42
Female,Instagram Campign,1290,53-57
Female,Instagram Campign,60,58-62
Female,SEM,425,58-62
Female,Instagram Campign,334,43-47
Female,Instagram Campign,930,28-32
Male,FaceBook campaign,1422,28-32
Male,Instagram Campign,213,38-42
Male,Organic Search,534,53-57
Male,SEM,245,63+
Male,Organic Search,1975,63+
Male,SEM,765,53-57
Male,SEM,714,53-57
Female,SEM,1272,23-27
Male,Organic Search,963,53-57
Male,Instagram Campign,672,53-57
Male,FaceBook campaign,90,28-32
Male,SEM,194,43-47
Male,SEM,261,28-32
Male,SEM,1710,23-27
Male,FaceBook campaign,1428,43-47
Male,Organic Search,72,43-47
Female,Instagram Campign,1575,63+
Female,Instagram Campign,1752,18-22
Male,FaceBook campaign,1160,53-57
Male,Organic Search,624,48-52
Female,Instagram Campign,436,33-37
Female,Instagram Campign,381,48-52
Female,Organic Search,270,43-47
Male,SEM,1550,33-37
Male,FaceBook campaign,89,33-37
Male,SEM,248,58-62
Male,FaceBook campaign,1175,58-62
Female,Instagram Campign,920,33-37
Female,FaceBook campaign,28,33-37
Female,SEM,1548,38-42
Female,FaceBook campaign,1384,38-42
Female,Instagram Campign,1062,63+
Male,Instagram Campign,410,63+
Female,FaceBook campaign,825,33-37
Female,Organic Search,1170,53-57
Female,Organic Search,1440,53-57
Female,FaceBook campaign,699,63+
Female,Instagram Campign,216,63+
Male,FaceBook campaign,486,33-37
Male,Organic Search,1712,33-37
Female,Instagram Campign,438,48-52
Male,Instagram Campign,1192,58-62
Female,FaceBook campaign,345,28-32
Female,SEM,428,38-42
Male,Organic Search,558,23-27
Male,Instagram Campign,42,23-27
Female,FaceBook campaign,498,43-47
Male,Organic Search,1868,53-57
Male,Organic Search,676,53-57
Male,FaceBook campaign,686,53-57
Female,FaceBook campaign,376,48-52
Female,Instagram Campign,349,48-52
Female,SEM,970,38-42
Female,SEM,106,18-22
Female,Instagram Campign,696,48-52
Male,Organic Search,1233,38-42
Male,Instagram Campign,1272,38-42
Male,FaceBook campaign,980,38-42
Male,FaceBook campaign,490,28-32
Male,FaceBook campaign,489,23-27
Male,FaceBook campaign,1350,48-52
Male,SEM,2430,38-42
Male,SEM,474,38-42
Male,Organic Search,303,38-42
Male,Instagram Campign,330,48-52
Female,FaceBook campaign,472,58-62
Male,Instagram Campign,301,58-62
Male,SEM,2440,58-62
Male,FaceBook campaign,1576,53-57
Male,SEM,732,53-57
Female,SEM,275,58-62
Female,SEM,2410,58-62
Female,FaceBook campaign,2460,58-62
Male,SEM,355,18-22
Male,Organic Search,560,38-42
Female,Instagram Campign,868,63+
Female,Instagram Campign,195,23-27
Female,FaceBook campaign,409,23-27
Female,Instagram Campign,2120,38-42
Female,Organic Search,732,38-42
Female,Organic Search,286,33-37
Male,FaceBook campaign,268,58-62
Female,SEM,460,58-62
Female,Organic Search,692,58-62
Female,FaceBook campaign,916,63+
Female,SEM,149,63+
Female,Instagram Campign,159,18-22
Female,FaceBook campaign,438,18-22
Female,Organic Search,184,23-27
Female,SEM,1016,38-42
Female,FaceBook campaign,1068,38-42
Male,Instagram Campign,804,38-42
Male,FaceBook campaign,696,38-42
Male,Instagram Campign,537,38-42
Male,SEM,954,38-42
Male,FaceBook campaign,439,38-42
Female,FaceBook campaign,270,48-52
Female,Instagram Campign,115,48-52
Male,Instagram Campign,2150,28-32
Male,FaceBook campaign,717,28-32
Male,Instagram Campign,440,28-32
Female,Instagram Campign,264,63+
Male,Instagram Campign,1029,53-57
Male,SEM,258,53-57
Male,FaceBook campaign,80,53-57
Male,Instagram Campign,98,53-57
Female,SEM,165,63+
Male,SEM,80,28-32
Female,SEM,309,43-47
Female,Instagram Campign,160,43-47
Female,Organic Search,642,43-47
Female,SEM,354,53-57
Female,FaceBook campaign,156,18-22
Female,SEM,78,18-22
Male,FaceBook campaign,1548,63+
Male,FaceBook campaign,628,53-57
Male,Organic Search,262,18-22
Female,SEM,245,23-27
Female,Organic Search,674,58-62
Female,Instagram Campign,510,28-32
Female,Instagram Campign,2380,28-32
Male,FaceBook campaign,94,43-47
Male,Organic Search,378,48-52
Female,Organic Search,39,48-52
Female,FaceBook campaign,1205,48-52
Male,FaceBook campaign,280,28-32
Female,SEM,2055,53-57
Male,Instagram Campign,204,33-37
Male,Instagram Campign,640,33-37
Male,Organic Search,825,33-37
Male,Organic Search,229,18-22
Male,Organic Search,490,38-42
Male,Instagram Campign,396,33-37
Male,FaceBook campaign,1840,18-22
Female,Instagram Campign,1610,48-52
Female,Organic Search,1251,48-52
Female,Organic Search,179,48-52
Male,Instagram Campign,256,38-42
Male,FaceBook campaign,478,38-42
Male,Instagram Campign,605,18-22
Male,Organic Search,175,33-37
Male,Instagram Campign,350,48-52
Male,FaceBook campaign,57,18-22
Male,SEM,88,48-52
Male,FaceBook campaign,453,48-52
Female,SEM,99,58-62
Female,FaceBook campaign,152,58-62
Male,FaceBook campaign,924,38-42
Male,SEM,483,38-42
Male,Instagram Campign,288,33-37
Male,Organic Search,780,33-37
Female,Organic Search,108,38-42
Female,Instagram Campign,288,38-42
Male,Instagram Campign,852,38-42
Female,SEM,90,53-57
Female,SEM,480,63+
Male,FaceBook campaign,1024,38-42
Female,Instagram Campign,2280,33-37
Female,FaceBook campaign,117,18-22
Male,FaceBook campaign,831,63+
Male,SEM,1210,63+
Male,Instagram Campign,698,53-57
Male,FaceBook campaign,500,53-57
Male,Organic Search,1132,18-22
Male,SEM,680,23-27
Female,SEM,2430,33-37
Male,Instagram Campign,830,28-32
Male,FaceBook campaign,186,63+
Male,SEM,74,43-47
Male,Organic Search,277,28-32
Male,Organic Search,464,28-32
Male,SEM,196,53-57
Male,Instagram Campign,362,53-57
Female,FaceBook campaign,903,38-42
Female,FaceBook campaign,380,43-47
Female,FaceBook campaign,826,33-37
Female,FaceBook campaign,1236,38-42
Female,FaceBook campaign,2260,58-62
Female,Instagram Campign,810,58-62
Female,Instagram Campign,534,58-62
Female,FaceBook campaign,1413,58-62
Male,FaceBook campaign,1120,48-52
Male,Instagram Campign,470,63+
Male,Instagram Campign,24,63+
Female,FaceBook campaign,447,38-42
Male,Instagram Campign,950,23-27
Male,SEM,513,23-27
Female,SEM,1035,43-47
Male,SEM,872,18-22
Female,FaceBook campaign,753,28-32
Female,FaceBook campaign,1540,28-32
Female,FaceBook campaign,640,43-47
Male,Instagram Campign,422,58-62
Male,FaceBook campaign,315,38-42
Male,FaceBook campaign,237,18-22
Female,FaceBook campaign,1924,48-52
Male,SEM,283,63+
Male,Organic Search,378,63+
Male,SEM,1660,63+
Male,Instagram Campign,1615,63+
Female,Instagram Campign,175,58-62
Female,FaceBook campaign,945,58-62
Female,SEM,381,63+
Male,SEM,1436,43-47
Male,Organic Search,612,43-47
Male,FaceBook campaign,708,43-47
Male,FaceBook campaign,1304,43-47
Male,FaceBook campaign,118,23-27
Female,Instagram Campign,55,33-37
Female,Organic Search,741,28-32
Female,FaceBook campaign,948,28-32
Male,Organic Search,1036,58-62
Female,Organic Search,952,53-57
Female,SEM,126,53-57
Female,FaceBook campaign,400,58-62
Female,FaceBook campaign,336,48-52
Male,FaceBook campaign,1550,43-47
Male,SEM,433,33-37
Female,SEM,764,48-52
Female,Organic Search,214,48-52
Female,SEM,184,58-62
Female,SEM,312,58-62
Female,FaceBook campaign,320,63+
Female,FaceBook campaign,1491,53-57
Male,Organic Search,484,18-22
Male,Organic Search,1525,18-22
Male,FaceBook campaign,552,18-22
Female,Instagram Campign,976,23-27
Female,FaceBook campaign,360,58-62
Female,SEM,128,58-62
Male,FaceBook campaign,612,58-62
Male,Instagram Campign,324,33-37
Male,FaceBook campaign,1419,33-37
Female,SEM,780,28-32
Female,Instagram Campign,33,18-22
Female,Organic Search,782,18-22
Female,Instagram Campign,391,33-37
Female,Instagram Campign,1475,48-52
Female,Organic Search,732,48-52
Female,Instagram Campign,596,48-52
Male,Organic Search,1056,63+
Male,Instagram Campign,169,48-52
Male,Organic Search,30,48-52
Female,Organic Search,174,58-62
Female,FaceBook campaign,612,58-62
Female,Instagram Campign,1240,23-27
Male,Organic Search,1370,63+
Male,Organic Search,1056,23-27
Male,Instagram Campign,1456,63+
Male,SEM,972,48-52
Male,SEM,408,63+
Male,Instagram Campign,814,58-62
Male,Organic Search,28,33-37
Male,Instagram Campign,1676,28-32
Male,FaceBook campaign,820,28-32
Female,FaceBook campaign,1240,18-22
Female,Organic Search,580,18-22
Male,FaceBook campaign,190,33-37
Male,Instagram Campign,42,33-37
Female,SEM,816,33-37
Female,SEM,131,33-37
Female,FaceBook campaign,288,33-37
Female,Organic Search,129,33-37
Female,Organic Search,275,48-52
Female,FaceBook campaign,32,48-52
Female,Organic Search,141,48-52
Male,SEM,660,48-52
Female,Organic Search,136,43-47
Female,Instagram Campign,77,43-47
Female,Organic Search,211,33-37
Female,SEM,385,53-57
Female,Organic Search,746,53-57
Female,FaceBook campaign,914,23-27
Female,Instagram Campign,1700,23-27
Male,SEM,1064,33-37
Male,SEM,340,33-37
Female,Instagram Campign,870,38-42
Female,Organic Search,342,48-52
Female,FaceBook campaign,465,63+
Female,FaceBook campaign,183,63+
Male,Instagram Campign,475,28-32
Male,FaceBook campaign,405,58-62
Male,SEM,592,58-62
Male,FaceBook campaign,990,23-27
Male,SEM,148,23-27
Female,Organic Search,786,63+
Male,SEM,2370,28-32
Male,SEM,279,28-32
Female,SEM,626,18-22
Female,Organic Search,510,18-22
Male,FaceBook campaign,200,18-22
Male,FaceBook campaign,81,18-22
Male,FaceBook campaign,290,38-42
Male,SEM,490,38-42
Female,FaceBook campaign,544,18-22
Female,FaceBook campaign,930,18-22
Female,Organic Search,42,23-27
Female,FaceBook campaign,1850,23-27
Female,Instagram Campign,1996,23-27
Female,SEM,80,23-27
Male,Instagram Campign,538,18-22
Female,Instagram Campign,466,43-47
Male,FaceBook campaign,315,38-42
Male,Instagram Campign,1725,58-62
Female,Instagram Campign,220,38-42
Female,SEM,338,38-42
Male,SEM,832,48-52
Male,Instagram Campign,381,28-32
Female,FaceBook campaign,93,43-47
Female,SEM,150,23-27
Female,SEM,270,58-62
Male,FaceBook campaign,268,58-62
Male,SEM,880,58-62
Male,Instagram Campign,968,58-62
Female,Instagram Campign,1944,48-52
Male,Instagram Campign,1140,28-32
Female,Instagram Campign,489,18-22
Female,Instagram Campign,1209,18-22
Female,FaceBook campaign,2465,18-22
Male,FaceBook campaign,191,28-32
Male,Instagram Campign,710,28-32
Male,FaceBook campaign,1482,28-32
Male,Organic Search,690,48-52
Female,SEM,188,48-52
Female,Instagram Campign,528,48-52
Female,Instagram Campign,504,33-37
Male,SEM,710,18-22
Male,FaceBook campaign,1410,18-22
Male,FaceBook campaign,182,58-62
Male,Organic Search,1415,33-37
Male,Organic Search,892,33-37
Male,Instagram Campign,254,33-37
Female,Instagram Campign,1215,28-32
Female,SEM,427,18-22
Female,Organic Search,1890,48-52
Female,Instagram Campign,954,48-52
Male,FaceBook campaign,473,18-22
Male,Organic Search,180,38-42
Male,FaceBook campaign,936,38-42
Female,Organic Search,2290,18-22
Female,FaceBook campaign,26,18-22
Female,Instagram Campign,99,48-52
Female,FaceBook campaign,1005,48-52
Male,Instagram Campign,1221,23-27
Male,Organic Search,584,23-27
Female,FaceBook campaign,2260,28-32
Female,FaceBook campaign,15,48-52
Female,SEM,1992,48-52
Male,Organic Search,1730,53-57
Female,FaceBook campaign,1372,48-52
Female,Instagram Campign,888,18-22
Female,FaceBook campaign,718,18-22
Female,SEM,99,18-22
Male,Organic Search,756,53-57
Female,SEM,88,38-42
Male,Organic Search,1224,43-47
Female,SEM,1632,53-57
Male,SEM,486,38-42
Female,Organic Search,675,53-57
Female,FaceBook campaign,720,53-57
Male,Instagram Campign,2160,38-42
Male,SEM,1224,38-42
Female,FaceBook campaign,459,63+
Female,Organic Search,294,63+
Female,FaceBook campaign,992,38-42
Female,Instagram Campign,1548,38-42
Female,FaceBook campaign,369,38-42
Male,Organic Search,124,53-57
Female,Organic Search,78,53-57
Male,SEM,481,23-27
Male,FaceBook campaign,1116,63+
Male,Instagram Campign,755,23-27
Female,Instagram Campign,832,48-52
Female,SEM,1470,63+
Female,Instagram Campign,644,38-42
Female,SEM,226,53-57
Male,Organic Search,768,33-37
Male,Organic Search,1215,58-62
Male,Organic Search,934,58-62
Male,Instagram Campign,1500,58-62
Male,Instagram Campign,372,28-32
Male,Instagram Campign,2435,28-32
Male,Instagram Campign,1180,28-32
Male,Organic Search,99,28-32
Male,Organic Search,999,58-62
Female,Instagram Campign,444,38-42
Male,Organic Search,1428,43-47
Male,SEM,512,63+
Male,Organic Search,81,63+
Male,Instagram Campign,32,63+
Male,FaceBook campaign,445,63+
Male,Organic Search,456,58-62
Male,Organic Search,256,58-62
Male,FaceBook campaign,2405,58-62
Female,Instagram Campign,762,63+
Female,SEM,1716,63+
Male,SEM,552,23-27
Male,SEM,66,23-27
Female,FaceBook campaign,216,33-37
Female,Organic Search,1672,33-37
Female,SEM,1014,63+
Male,FaceBook campaign,1592,18-22
Male,Instagram Campign,1220,23-27
Female,Organic Search,320,43-47
Male,Organic Search,2040,48-52
Male,Organic Search,1200,48-52
Male,SEM,2095,48-52
Male,SEM,341,18-22
Male,SEM,204,63+
Female,FaceBook campaign,615,43-47
Female,SEM,471,43-47
Female,Instagram Campign,200,58-62
Female,FaceBook campaign,518,58-62
Female,Instagram Campign,564,58-62
Female,FaceBook campaign,144,18-22
Female,SEM,1176,18-22
Female,Instagram Campign,525,18-22
Female,SEM,275,18-22
Female,FaceBook campaign,925,18-22
Female,SEM,98,48-52
Male,SEM,1075,58-62
Male,SEM,1212,58-62
Female,Instagram Campign,690,43-47
Female,Instagram Campign,56,43-47
Female,Organic Search,458,18-22
Female,FaceBook campaign,24,23-27
Female,Instagram Campign,155,18-22
Male,SEM,1434,63+
Female,SEM,1344,53-57
Female,FaceBook campaign,1140,38-42
Female,SEM,1344,38-42
Female,Organic Search,567,38-42
Female,SEM,1005,38-42
Male,FaceBook campaign,276,43-47
Female,FaceBook campaign,128,48-52
Female,Organic Search,544,33-37
Female,SEM,564,33-37
Male,Organic Search,1281,58-62
Male,Organic Search,492,58-62
Male,FaceBook campaign,251,58-62
Female,SEM,471,43-47
Male,SEM,1116,63+
Male,Organic Search,114,63+
Female,Instagram Campign,807,33-37
Female,Organic Search,410,23-27
Female,FaceBook campaign,144,23-27
Female,Instagram Campign,1864,23-27
Male,SEM,1300,58-62
Female,Organic Search,1465,48-52
Female,SEM,272,48-52
Female,FaceBook campaign,2480,33-37
Male,Instagram Campign,364,48-52
Male,Instagram Campign,107,48-52
Female,SEM,1356,33-37
Female,Instagram Campign,395,33-37
Male,SEM,722,63+
Male,SEM,1020,63+
Male,FaceBook campaign,642,63+
Male,FaceBook campaign,654,63+
Male,SEM,2495,63+
Male,Organic Search,1173,18-22
Male,SEM,762,18-22
Male,Instagram Campign,111,63+
Female,Instagram Campign,528,63+
Female,Organic Search,708,63+
Female,Instagram Campign,976,38-42
Female,FaceBook campaign,519,38-42
Female,Organic Search,860,38-42
Female,Organic Search,798,63+
Female,Instagram Campign,92,63+
Male,Organic Search,241,33-37
Female,Organic Search,123,63+
Female,Instagram Campign,1014,63+
Female,FaceBook campaign,438,63+
Male,FaceBook campaign,1115,33-37
Male,Instagram Campign,436,33-37
Female,FaceBook campaign,47,63+
Male,FaceBook campaign,181,63+
Male,SEM,716,53-57
Male,FaceBook campaign,2180,63+
Female,FaceBook campaign,1242,38-42
Female,Instagram Campign,836,38-42
Male,FaceBook campaign,772,18-22
Male,Instagram Campign,824,48-52
Female,Instagram Campign,1680,18-22
Female,FaceBook campaign,34,18-22
Female,Organic Search,65,18-22
Female,SEM,1496,38-42
Male,Organic Search,790,23-27
Male,FaceBook campaign,395,23-27
Male,Instagram Campign,315,38-42
Female,FaceBook campaign,484,58-62
Female,Instagram Campign,84,58-62
Male,SEM,922,38-42
Male,SEM,2005,38-42
Male,Instagram Campign,280,63+
Female,FaceBook campaign,1720,38-42
Male,SEM,471,48-52
Male,SEM,213,48-52
Male,Instagram Campign,370,23-27
Male,SEM,685,23-27
Female,Organic Search,355,28-32
Male,FaceBook campaign,1230,33-37
Male,FaceBook campaign,770,33-37
Female,FaceBook campaign,1580,53-57
Female,FaceBook campaign,160,53-57
Female,Organic Search,1616,48-52
Female,SEM,759,28-32
Male,SEM,1535,48-52
Male,Organic Search,2395,23-27
Female,FaceBook campaign,1648,38-42
Female,FaceBook campaign,716,38-42
Female,Instagram Campign,2285,28-32
Female,Organic Search,696,28-32
Female,FaceBook campaign,293,63+
Female,Instagram Campign,63,63+
Female,FaceBook campaign,1341,48-52
Female,Organic Search,552,48-52
Female,FaceBook campaign,117,58-62
Female,SEM,612,33-37
Female,Organic Search,1065,33-37
Female,Organic Search,687,33-37
Male,FaceBook campaign,1760,38-42
Male,FaceBook campaign,2445,38-42
Male,Instagram Campign,696,33-37
Male,FaceBook campaign,766,33-37
Female,FaceBook campaign,1200,48-52
Male,Organic Search,366,53-57
Male,Organic Search,494,53-57
Male,SEM,615,38-42
Male,SEM,368,38-42
Male,SEM,1440,63+
Male,SEM,2455,63+
Male,SEM,1364,63+
Female,Instagram Campign,252,28-32
Male,SEM,1768,48-52
Female,FaceBook campaign,408,23-27
Male,SEM,976,53-57
Male,Instagram Campign,120,53-57
Female,SEM,475,33-37
Female,SEM,1924,43-47
Female,SEM,269,43-47
Female,Instagram Campign,204,43-47
Male,Instagram Campign,972,58-62
Female,Instagram Campign,755,28-32
Female,SEM,1413,63+
Female,FaceBook campaign,161,38-42
Female,Organic Search,255,23-27
Female,FaceBook campaign,616,23-27
Female,Instagram Campign,136,38-42
Male,SEM,616,58-62
Male,Organic Search,482,63+
Male,SEM,69,33-37
Male,FaceBook campaign,788,33-37
Female,Instagram Campign,588,18-22
Female,Organic Search,2370,33-37
Male,Instagram Campign,1072,58-62
Male,Instagram Campign,1920,58-62
Female,SEM,180,48-52
Female,FaceBook campaign,600,48-52
Female,FaceBook campaign,1272,48-52
Male,FaceBook campaign,1796,38-42
Female,SEM,171,53-57
Female,SEM,268,28-32
Male,Instagram Campign,186,63+
Female,SEM,832,43-47
Female,Instagram Campign,520,63+
Male,Instagram Campign,240,28-32
Female,Organic Search,1320,58-62
Male,SEM,965,28-32
Male,Organic Search,1765,28-32
Female,Instagram Campign,322,53-57
Female,Organic Search,1089,53-57
Female,Organic Search,1479,53-57
Male,FaceBook campaign,320,23-27
Male,Organic Search,328,58-62
Male,Instagram Campign,211,43-47
Male,SEM,831,58-62
Female,FaceBook campaign,1365,38-42
Female,SEM,1149,63+
Female,Instagram Campign,374,63+
Female,FaceBook campaign,848,63+
Female,Organic Search,990,23-27
Female,Organic Search,374,53-57
Female,FaceBook campaign,460,53-57
Female,SEM,88,53-57
Female,Instagram Campign,207,63+
Female,Organic Search,155,63+
Male,SEM,2230,23-27
Male,Instagram Campign,341,23-27
Male,SEM,159,23-27
Female,FaceBook campaign,39,48-52
Female,FaceBook campaign,44,58-62
Female,SEM,318,58-62
Female,Organic Search,286,58-62
Male,Organic Search,405,63+
Male,SEM,824,23-27
Male,Organic Search,341,33-37
Male,Organic Search,560,58-62
Male,Instagram Campign,1167,58-62
Female,Instagram Campign,980,43-47
Female,Organic Search,104,43-47
Male,Organic Search,1248,28-32
Male,Instagram Campign,756,38-42
Male,FaceBook campaign,376,38-42
Female,Instagram Campign,985,63+
Male,SEM,784,43-47
Female,SEM,1112,38-42
Female,Instagram Campign,443,38-42
Male,Instagram Campign,1636,28-32
Female,FaceBook campaign,442,63+
Female,FaceBook campaign,228,58-62
Female,Organic Search,1164,58-62
Female,Organic Search,321,18-22
Male,FaceBook campaign,625,43-47
Female,FaceBook campaign,140,23-27
Male,Organic Search,1268,38-42
Male,SEM,880,38-42
Female,Organic Search,272,38-42
Male,Organic Search,531,28-32
Female,Organic Search,1413,28-32
Female,FaceBook campaign,558,28-32
Female,FaceBook campaign,984,48-52
Female,SEM,170,48-52
Male,Instagram Campign,864,23-27
Male,Instagram Campign,394,23-27
Female,FaceBook campaign,994,28-32
Female,Instagram Campign,410,28-32
Male,SEM,1275,18-22
Male,Instagram Campign,36,18-22
Male,SEM,825,28-32
Female,Instagram Campign,519,53-57
Female,Instagram Campign,1830,53-57
Female,SEM,170,33-37
Female,FaceBook campaign,314,33-37
Female,FaceBook campaign,1410,33-37
Female,Organic Search,1077,33-37
Female,FaceBook campaign,700,58-62
Female,SEM,41,58-62
Female,Instagram Campign,810,18-22
Female,SEM,1251,18-22
Female,Instagram Campign,317,18-22
Female,SEM,416,18-22
Male,Instagram Campign,262,58-62
Female,Instagram Campign,484,58-62
Female,FaceBook campaign,1011,58-62
Female,FaceBook campaign,592,58-62
Male,FaceBook campaign,72,28-32
Male,Instagram Campign,1287,28-32
Male,SEM,55,28-32
Male,Organic Search,724,33-37
Female,Instagram Campign,290,58-62
Female,Instagram Campign,184,58-62
Female,SEM,96,48-52
Female,FaceBook campaign,1895,48-52
Male,Organic Search,2240,48-52
Male,SEM,1445,48-52
Female,Instagram Campign,174,63+
Female,Organic Search,1488,23-27
Female,Organic Search,648,23-27
Female,Organic Search,213,43-47
Female,Organic Search,1119,28-32
Female,Instagram Campign,1752,18-22
Female,SEM,312,18-22
Female,SEM,848,38-42
Female,Instagram Campign,1060,38-42
Male,FaceBook campaign,1532,53-57
Male,SEM,335,63+
Male,FaceBook campaign,915,38-42
Male,Instagram Campign,543,53-57
Male,Instagram Campign,780,53-57
Male,Organic Search,1692,53-57
Female,Instagram Campign,1968,33-37
Female,Instagram Campign,760,33-37
Female,SEM,1026,33-37
Male,SEM,1416,58-62
Male,Instagram Campign,1650,58-62
Male,Organic Search,666,58-62
Male,FaceBook campaign,1175,33-37
Male,FaceBook campaign,468,33-37
Male,FaceBook campaign,90,53-57
Female,FaceBook campaign,1041,18-22
Female,Instagram Campign,676,18-22
Male,FaceBook campaign,789,28-32
Male,Organic Search,1636,28-32
Male,SEM,288,38-42
Male,SEM,1640,38-42
Male,FaceBook campaign,928,43-47
Male,Organic Search,11,58-62
Male,Instagram Campign,420,58-62
Female,SEM,340,23-27
Female,SEM,147,48-52
Female,Instagram Campign,1740,23-27
Female,Instagram Campign,440,48-52
Female,Organic Search,1268,48-52
Female,FaceBook campaign,978,28-32
Female,Instagram Campign,256,38-42
Female,FaceBook campaign,190,38-42
Female,Instagram Campign,544,38-42
Female,Organic Search,1644,38-42
Female,Organic Search,1285,38-42
Male,Organic Search,118,63+
Male,Organic Search,1204,63+
Female,Instagram Campign,141,43-47
Female,SEM,545,58-62
Female,Instagram Campign,68,58-62
Female,Organic Search,2365,18-22
Female,Instagram Campign,64,18-22
Male,Instagram Campign,95,63+
Female,FaceBook campaign,1516,48-52
Male,Organic Search,284,38-42
